PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,PhotoUrl,ByeWeek,UpcomingGameOpponent,UpcomingGameWeek,ShortName,AverageDraftPosition,DepthPositionCategory,DepthPosition,DepthOrder,DepthDisplayOrder,CurrentTeam,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,HeightFeet,HeightInches,UpcomingOpponentRank,UpcomingOpponentPositionRank,CurrentStatus,UpcomingSalary,FantasyAlarmPlayerID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelName,DraftKingsName,YahooName,FantasyPositionDepthOrder,InjuryPractice,InjuryPracticeDescription,DeclaredInactive,UpcomingFanDuelSalary,UpcomingDraftKingsSalary,UpcomingYahooSalary,TeamID,GlobalTeamID,FantasyDraftPlayerID,FantasyDraftName,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated
22901,PIT,91.0,Jonathan,Marshall,DT,Practice Squad,"6'3""",310,1997-09-16T00:00:00,Arkansas,1,DL,True,DEF,Jonathan Marshall,26.0,3rd Season,"September 16, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22901.png,6.0,IND,15,J.Marshall,,Scrambled,Scrambled,,,PIT,NYJ,2021.0,3.0,141.0,False,6,3,18,,Scrambled,,,99f82a33-5622-4f22-95ff-05d8bd3a6521,,15428.0,,119505.0,,,,33595.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,28.0,28,,,8309522.0,http://cdn.usatsimg.com/api/download/?imageID=17420294,http://cdn.usatsimg.com/api/download/?imageID=17493933,2021-12-28T18:53:25,2022-01-12T19:15:32
22902,,,Ben,Mason,FB,Inactive,"6'3""",265,1999-05-25T00:00:00,Michigan,1,RB,False,OFF,Ben Mason,24.0,2nd Season,"May 25, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22902.png,,CLE,0,B.Mason,486.3,Scrambled,Scrambled,,,,BAL,2021.0,2.0,125.0,False,6,3,0,7.0,Scrambled,,,ae900153-c5cb-477f-86e0-e5e1378c30cf,,15469.0,,131391.0,,91431.0,1050233.0,33572.0,Scrambled,Scrambled,,Scrambled,Ben Mason,Ben Mason,Ben Mason,,Scrambled,Scrambled,False,,,,,0,,,8274715.0,,,,
22903,NYG,62.0,Jalen,Mayfield,G,Practice Squad,"6'5""",319,2000-05-23T00:00:00,Michigan,1,OL,True,OFF,Jalen Mayfield,23.0,3rd Season,"May 23, 2000",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22903.png,13.0,GB,14,J.Mayfield,,Scrambled,Scrambled,1.0,72.0,NYG,ATL,2021.0,1.0,46.0,False,6,5,12,,Scrambled,,,e2dde73e-9516-4c0a-80c6-8fbf0f47f930,,15175.0,1130234.0,133764.0,,,,33456.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,23.0,23,,,8314586.0,http://cdn.usatsimg.com/api/download/?imageID=16709115,http://cdn.usatsimg.com/api/download/?imageID=16794571,2021-09-08T18:55:17,2021-09-20T19:38:16
22904,GB,58.0,Isaiah,McDuffie,LB,Active,"6'1""",227,1999-07-21T00:00:00,Boston College,1,LB,True,DEF,Isaiah McDuffie,24.0,3rd Season,"July 21, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22904.png,6.0,NYG,14,I.McDuffie,,Scrambled,Scrambled,1.0,82.0,GB,GB,2021.0,3.0,150.0,False,6,1,15,,Scrambled,,,92e24ebb-25e5-413a-95d4-26936bdb6a70,,15255.0,,128577.0,,,,33608.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,12.0,12,,,8273991.0,http://cdn.usatsimg.com/api/download/?imageID=21368385,http://cdn.usatsimg.com/api/download/?imageID=21368403,2023-09-08T08:53:45,2023-09-08T08:54:33
22905,IND,59.0,Cameron,McGrone,LB,Active,"6'1""",236,2000-06-22T00:00:00,Michigan,1,LB,True,DEF,Cameron McGrone,23.0,2nd Season,"June 22, 2000",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22905.png,11.0,PIT,15,C.McGrone,,Scrambled,Scrambled,1.0,81.0,IND,NE,2021.0,2.0,121.0,False,6,1,6,,Scrambled,,,b498432e-01a4-49ef-8f4d-cda153c7cdd5,,15601.0,,133770.0,,,,33565.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,14.0,14,,,8309564.0,http://cdn.usatsimg.com/api/download/?imageID=21368122,http://cdn.usatsimg.com/api/download/?imageID=21370788,2023-09-08T06:29:28,2023-09-08T15:47:09
22906,DET,54.0,Alim,McNeill,DL,Injured Reserve,"6'2""",315,2000-05-11T00:00:00,North Carolina State,1,DL,True,DEF,Alim McNeill,23.0,3rd Season,"May 11, 2000",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22906.png,9.0,DEN,15,A.McNeill,,Scrambled,Scrambled,,,DET,DET,2021.0,1.0,49.0,False,6,2,20,,Scrambled,,,865d4bf9-5d13-42a6-a8f9-a4e9a93c7375,,15522.0,,133324.0,,,,33460.0,Scrambled,Scrambled,2023-12-05T00:00:00,Scrambled,,,,,Scrambled,Scrambled,True,,,,11.0,11,,,8274042.0,http://cdn.usatsimg.com/api/download/?imageID=21352102,http://cdn.usatsimg.com/api/download/?imageID=21360266,2023-09-05T20:15:49,2023-09-07T00:25:52
22907,PHI,27.0,Zech,McPhearson,CB,Injured Reserve,"5'11""",191,1998-10-21T00:00:00,Texas Tech,1,DB,True,DEF,Zech McPhearson,25.0,3rd Season,"October 21, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22907.png,10.0,SEA,15,Z.McPhearson,,Scrambled,Scrambled,,,PHI,PHI,2021.0,2.0,84.0,False,5,11,20,,Scrambled,,,34786359-962b-44e4-8882-d387d1a8ed42,,15558.0,,122583.0,,,,33511.0,Scrambled,Scrambled,2023-08-21T00:00:00,Scrambled,,,,,Scrambled,Scrambled,True,,,,26.0,26,,,8274318.0,http://cdn.usatsimg.com/api/download/?imageID=16651883,http://cdn.usatsimg.com/api/download/?imageID=16660906,2021-08-30T01:28:05,2021-08-31T21:37:10
22908,CIN,2.0,Evan,McPherson,K,Active,"5'11""",185,1999-07-21T00:00:00,Florida,1,K,True,ST,Evan McPherson,24.0,3rd Season,"July 21, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22908.png,7.0,MIN,15,E.McPherson,125.5,Scrambled,Scrambled,0.0,136.0,CIN,CIN,2021.0,2.0,102.0,False,5,11,5,18.0,Scrambled,4910.0,,acc143ed-53b2-49c9-81bc-16e6c98ffcae,,15383.0,1122995.0,133082.0,,86092.0,1122995.0,33537.0,Scrambled,Scrambled,,Scrambled,Evan McPherson,Evan McPherson,,0.0,Scrambled,Scrambled,False,,,,7.0,7,,,8274813.0,http://cdn.usatsimg.com/api/download/?imageID=21377912,http://cdn.usatsimg.com/api/download/?imageID=21377913,2023-09-09T07:28:08,2023-09-09T07:28:19
22909,DEN,77.0,Quinn,Meinerz,G,Active,"6'3""",320,1998-11-15T00:00:00,Wisconsin-Whitewater,1,OL,True,OFF,Quinn Meinerz,25.0,3rd Season,"November 15, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22909.png,9.0,DET,15,Q.Meinerz,,Scrambled,Scrambled,0.0,73.0,DEN,DEN,2021.0,1.0,67.0,False,6,3,14,,Scrambled,,,8bd08ef6-5d55-4fd0-b7db-1489d88c6ebd,,15414.0,1282217.0,182017.0,,,,33486.0,Scrambled,Scrambled,2023-12-10T00:00:00,Scrambled,,,,,Scrambled,Scrambled,False,,,,10.0,10,,,8274616.0,http://cdn.usatsimg.com/api/download/?imageID=21355519,http://cdn.usatsimg.com/api/download/?imageID=21355518,2023-09-06T12:37:48,2023-09-06T12:37:36
22910,DET,6.0,Ifeatu,Melifonwu,S,Active,"6'3""",210,1999-05-02T00:00:00,Syracuse,1,DB,True,DEF,Ifeatu Melifonwu,24.0,3rd Season,"May 2, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22910.png,9.0,DEN,15,I.Melifonwu,,Scrambled,Scrambled,1.0,,DET,DET,2021.0,1.0,69.0,False,6,3,20,,Scrambled,,,8c348caf-34d8-44a8-a781-fee8064ae258,,15261.0,,127470.0,,,,33489.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,11.0,11,,,8274043.0,http://cdn.usatsimg.com/api/download/?imageID=21352092,http://cdn.usatsimg.com/api/download/?imageID=21360265,2023-09-05T20:14:41,2023-09-07T00:25:37
22911,,,Michal,Menet,C,Inactive,"6'4""",301,1997-08-08T00:00:00,Penn State,0,OL,False,OFF,Michal Menet,26.0,1st Season,"August 8, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22911.png,,CAR,0,M.Menet,,Scrambled,Scrambled,,,,ARI,2021.0,3.0,168.0,False,6,4,10,,Scrambled,,,6cb85ce9-39d3-4453-9104-36adef874db1,,15380.0,,122586.0,,,,33635.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8274204.0,http://cdn.usatsimg.com/api/download/?imageID=16556086,http://cdn.usatsimg.com/api/download/?imageID=16577913,2021-08-12T21:24:51,2021-08-17T20:16:34
22912,,,Mathew,Sexton,WR,Inactive,"5'11""",175,1997-10-17T00:00:00,Eastern Michigan,1,WR,False,OFF,Mathew Sexton,26.0,2nd Season,"October 17, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22912.png,,LAC,0,M.Sexton,,Scrambled,Scrambled,,,,PIT,2021.0,,,True,5,11,18,20.0,Scrambled,,,5981a5e3-b1f6-4bfc-89e7-5df7e9c9e52d,,15546.0,,119792.0,,69056.0,912319.0,33384.0,Scrambled,Scrambled,,Scrambled,Mathew Sexton,Mathew Sexton,Mathew Sexton,,Scrambled,Scrambled,False,,,,,0,,,8292059.0,,,,
22915,,,Sammis,Reyes,TE,Inactive,"6'5""",260,1995-10-19T00:00:00,Loyola,1,TE,False,OFF,Sammis Reyes,28.0,2nd Season,"October 19, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22915.png,,DET,0,S.Reyes,574.2,Scrambled,Scrambled,,,,WAS,2021.0,,,True,6,5,14,16.0,Scrambled,,,3610560c-c2c1-4649-9554-ceca409ae27f,,15586.0,,182003.0,,59455.0,851225.0,33386.0,Scrambled,Scrambled,,Scrambled,Sammis Reyes,Sammis Reyes,Sammis Reyes,,Scrambled,Scrambled,False,,,,,0,,,8313788.0,http://cdn.usatsimg.com/api/download/?imageID=17067137,http://cdn.usatsimg.com/api/download/?imageID=17067138,2021-10-31T12:19:46,2021-10-31T12:19:54
22918,NYG,45.0,Boogie,Basham,OLB,Active,"6'3""",274,1997-12-16T00:00:00,Wake Forest,1,LB,True,DEF,Boogie Basham,26.0,3rd Season,"December 16, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22918.png,13.0,GB,14,B.Basham,,Scrambled,Scrambled,1.0,80.0,NYG,BUF,2021.0,1.0,42.0,False,6,3,12,,Scrambled,,,18eae132-a14e-4de6-bae2-77c9ce8f5864,,15260.0,,123172.0,,,,33449.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,23.0,23,,,8313703.0,http://cdn.usatsimg.com/api/download/?imageID=21320054,http://cdn.usatsimg.com/api/download/?imageID=21320053,2023-09-01T10:43:30,2023-09-01T10:43:25
22920,PIT,92.0,Isaiahh,Loudermilk,DT,Active,"6'7""",293,1997-10-10T00:00:00,Wisconsin,1,DL,True,DEF,Isaiahh Loudermilk,26.0,3rd Season,"October 10, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22920.png,6.0,IND,15,I.Loudermilk,,Scrambled,Scrambled,1.0,80.0,PIT,PIT,2021.0,2.0,106.0,False,6,7,18,,Scrambled,,,ff28a5cc-3780-4f94-8c40-d713ff75cd0d,,15347.0,,120225.0,,,,33544.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,28.0,28,,,8274759.0,http://cdn.usatsimg.com/api/download/?imageID=21313086,http://cdn.usatsimg.com/api/download/?imageID=21313104,2023-08-31T12:12:10,2023-08-31T12:12:56
22921,LV,39.0,Nate,Hobbs,CB,Active,"6'0""",195,1999-06-24T00:00:00,Illinois,1,DB,True,DEF,Nate Hobbs,24.0,3rd Season,"June 24, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22921.png,13.0,LAC,15,N.Hobbs,,Scrambled,Scrambled,0.0,87.0,LV,LV,2021.0,2.0,114.0,False,6,0,18,,Scrambled,,,b34aa9fb-3f93-481b-8f68-7330c39e6e20,,15387.0,1057536.0,130376.0,,,,33555.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,25.0,25,,,8274681.0,http://cdn.usatsimg.com/api/download/?imageID=21362404,http://cdn.usatsimg.com/api/download/?imageID=21370287,2023-09-07T13:25:30,2023-09-08T14:40:45
22922,NYG,27.0,Jason,Pinnock,S,Active,"6'0""",200,1999-06-30T00:00:00,Pittsburgh,1,DB,True,DEF,Jason Pinnock,24.0,3rd Season,"June 30, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22922.png,13.0,GB,14,J.Pinnock,,Scrambled,Scrambled,0.0,85.0,NYG,NYJ,2021.0,2.0,119.0,False,6,0,12,,Scrambled,,,8ca53dc6-9a7f-41a6-9b69-d199a6784013,,15532.0,,127867.0,,,,33563.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,23.0,23,,,8298403.0,http://cdn.usatsimg.com/api/download/?imageID=21312789,http://cdn.usatsimg.com/api/download/?imageID=21331826,2023-08-31T11:28:57,2023-09-02T16:10:16
22923,NO,,Shemar,Jean-Charles,CB,Practice Squad,"5'10""",184,1998-06-20T00:00:00,Appalachian State,1,DB,True,DEF,Shemar Jean-Charles,25.0,3rd Season,"June 20, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22923.png,11.0,NYG,15,S.Jean-Charles,,Scrambled,Scrambled,,,NO,GB,2021.0,2.0,121.0,False,5,10,15,,Scrambled,,,dc9d65a1-f955-4ef4-9b36-807c3ec73821,,15636.0,,119866.0,,,,33566.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,22.0,22,,,8314575.0,http://cdn.usatsimg.com/api/download/?imageID=18994731,http://cdn.usatsimg.com/api/download/?imageID=19001102,2022-09-06T16:07:43,2022-09-07T17:20:16
22924,ATL,92.0,Adetokunbo,Ogundeji,OLB,Injured Reserve,"6'4""",268,1998-10-09T00:00:00,Notre Dame,1,LB,True,DEF,Adetokunbo Ogundeji,25.0,3rd Season,"October 9, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22924.png,11.0,CAR,15,A.Ogundeji,,Scrambled,Scrambled,,,ATL,ATL,2021.0,2.0,124.0,False,6,4,10,,Scrambled,,,b0501e9c-4f03-4bd8-baae-1e39b3ef751e,,15484.0,,123543.0,,,,33570.0,Scrambled,Scrambled,2023-08-15T00:00:00,Scrambled,,,,,Scrambled,Scrambled,True,,,,2.0,2,,,8274446.0,http://cdn.usatsimg.com/api/download/?imageID=16709120,http://cdn.usatsimg.com/api/download/?imageID=16794573,2021-09-08T18:55:52,2021-09-20T19:39:09
22925,ATL,26.0,Avery,Williams,RB,Injured Reserve,"5'9""",195,1998-07-15T00:00:00,Boise State,1,RB,True,OFF,Avery Williams,25.0,3rd Season,"July 15, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22925.png,11.0,CAR,15,A.Williams,364.2,Scrambled,Scrambled,,,ATL,ATL,2021.0,2.0,125.0,False,5,9,10,20.0,Scrambled,2728.0,,6b2ee61f-463f-478a-9bfa-e43c8e9b0c2e,,15294.0,944379.0,125880.0,,72772.0,944379.0,33571.0,Scrambled,Scrambled,2023-06-07T00:00:00,Scrambled,Avery Williams,Avery Williams,Avery Williams,2.0,Scrambled,Scrambled,True,2728.0,2728.0,,2.0,2,,,8274461.0,http://cdn.usatsimg.com/api/download/?imageID=21952412,http://cdn.usatsimg.com/api/download/?imageID=21983450,2023-11-22T10:43:50,2023-11-27T17:00:34
22926,LAC,31.0,Nick,Niemann,LB,Active,"6'3""",244,1997-12-02T00:00:00,Iowa,1,LB,True,DEF,Nick Niemann,26.0,3rd Season,"December 2, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22926.png,5.0,LV,15,N.Niemann,,Scrambled,Scrambled,1.0,83.0,LAC,LAC,2021.0,3.0,126.0,False,6,3,11,,Scrambled,,,30bfd566-e867-4ee7-bf19-d36794ed39f1,,15603.0,,121742.0,,,,33573.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,29.0,29,,,8274651.0,http://cdn.usatsimg.com/api/download/?imageID=21365288,http://cdn.usatsimg.com/api/download/?imageID=21365286,2023-09-07T21:12:00,2023-09-07T21:11:54
22928,ARI,98.0,Roy,Lopez,DT,Active,"6'2""",318,1997-08-07T00:00:00,Arizona,1,DL,True,DEF,Roy Lopez,26.0,3rd Season,"August 7, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22928.png,14.0,SF,15,R.Lopez,,Scrambled,Scrambled,0.0,,ARI,HOU,2021.0,3.0,133.0,False,6,2,2,,Scrambled,,,23a30b80-1549-4ae8-afac-0fa99636c71e,,15610.0,912754.0,121059.0,,,,33583.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,1.0,1,,,8314747.0,http://cdn.usatsimg.com/api/download/?imageID=16620680,http://cdn.usatsimg.com/api/download/?imageID=16647369,2021-08-24T23:01:08,2021-08-28T23:13:15
22929,TEN,30.0,Tay,Gowan,CB,Practice Squad,"6'2""",185,1998-01-07T00:00:00,Central Florida,1,DB,True,DEF,Tay Gowan,25.0,3rd Season,"January 7, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22929.png,7.0,MIA,14,T.Gowan,,Scrambled,Scrambled,,,TEN,ARI,2021.0,3.0,152.0,False,6,2,5,,Scrambled,,,f59cbb36-23cc-4caf-bceb-edd7b1ff99e3,,15187.0,,121075.0,,,,33611.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,34.0,34,,,8304759.0,,,,
22930,WAS,54.0,Camaron,Cheeseman,LS,Active,"6'4""",237,1998-04-26T00:00:00,Michigan,1,LS,True,ST,Camaron Cheeseman,25.0,3rd Season,"April 26, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22930.png,14.0,LAR,15,C.Cheeseman,,Scrambled,Scrambled,0.0,,WAS,WAS,2021.0,3.0,153.0,False,6,4,14,20.0,Scrambled,,,dcf4a3aa-6fb8-4b50-a246-358fffa55af8,,15652.0,,121389.0,,,,33613.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,35.0,35,,,8274264.0,http://cdn.usatsimg.com/api/download/?imageID=21304459,http://cdn.usatsimg.com/api/download/?imageID=21304457,2023-08-30T10:41:35,2023-08-30T10:41:24
22931,,,Larnel,Coleman,OT,Inactive,"6'6""",310,1998-06-22T00:00:00,Massachusetts,1,OL,False,OFF,Larnel Coleman,25.0,3rd Season,"June 22, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22931.png,,ATL,0,L.Coleman,,Scrambled,Scrambled,,,,MIA,2021.0,3.0,158.0,False,6,6,6,,Scrambled,,,ea33f7b5-21ab-4c76-bb68-252cbeda6de2,,15556.0,,129970.0,,,,33618.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8306516.0,http://cdn.usatsimg.com/api/download/?imageID=16612281,http://cdn.usatsimg.com/api/download/?imageID=16648905,2021-08-23T11:39:03,2021-08-29T10:44:10
22932,ARI,79.0,Phil,Hoskins,DT,Practice Squad,"6'5""",315,1997-01-02T00:00:00,Kentucky,1,DL,True,DEF,Phil Hoskins,26.0,3rd Season,"January 2, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22932.png,14.0,SF,15,P.Hoskins,,Scrambled,Scrambled,1.0,80.0,ARI,CAR,2021.0,3.0,158.0,False,6,5,2,,Scrambled,,,38acce95-f677-4045-bd2e-4580b772adb6,,15653.0,,132385.0,,,,33619.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,1.0,1,,,8315520.0,http://cdn.usatsimg.com/api/download/?imageID=17304772,http://cdn.usatsimg.com/api/download/?imageID=17321830,2021-12-06T12:15:21,2021-12-08T20:16:30
22933,DET,66.0,Matt,Farniok,G,Practice Squad,"6'5""",311,1997-09-26T00:00:00,Nebraska,1,OL,True,OFF,Matt Farniok,26.0,3rd Season,"September 26, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22933.png,9.0,DEN,15,M.Farniok,,Scrambled,Scrambled,,,DET,DAL,2021.0,3.0,162.0,False,6,5,20,,Scrambled,,,34e32cca-13c4-4a09-93b2-569cddb3c12e,,15654.0,,120263.0,,,,33626.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,11.0,11,,,8274351.0,http://cdn.usatsimg.com/api/download/?imageID=16793129,http://cdn.usatsimg.com/api/download/?imageID=16793128,2021-09-20T13:09:13,2021-09-20T13:09:09
22934,,,Chris,Garrett,OLB,Inactive,"6'4""",245,1998-07-15T00:00:00,Concordia (MN),1,LB,False,DEF,Chris Garrett,25.0,3rd Season,"July 15, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22934.png,,DAL,0,C.Garrett,,Scrambled,Scrambled,,,,LAR,2021.0,3.0,172.0,False,6,4,1,,Scrambled,,,2ceadd29-bdc5-4143-b4a7-0533050e0f53,,15628.0,,182021.0,,,,33640.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8274123.0,http://cdn.usatsimg.com/api/download/?imageID=16618660,http://cdn.usatsimg.com/api/download/?imageID=16648878,2021-08-24T15:16:33,2021-08-29T10:31:34
22941,CLE,92.0,Sam,Kamara,DE,Practice Squad,"6'0""",272,1997-12-21T00:00:00,Stony Brook,1,DL,True,DEF,Sam Kamara,25.0,3rd Season,"December 21, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22941.png,5.0,CHI,15,S.Kamara,,Scrambled,Scrambled,,,CLE,CHI,2021.0,,,True,6,0,12,,Scrambled,,,7b2e9dfa-96c6-4bbf-80c4-094f9683b217,,15725.0,,182048.0,,,,33908.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,8.0,8,,,8306250.0,,,,
22942,JAX,57.0,Caleb,Johnson,LB,Active,"6'2""",220,1998-07-28T00:00:00,Houston Christian,1,LB,True,DEF,Caleb Johnson,25.0,3rd Season,"July 28, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22942.png,9.0,BAL,15,C.Johnson,,Scrambled,Scrambled,1.0,83.0,JAX,CHI,2021.0,,,True,6,2,1,,Scrambled,,,8cbac569-6612-41fe-ae95-beb9e4771ed3,,15724.0,,176290.0,,,,33907.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,15.0,15,,,8299842.0,http://cdn.usatsimg.com/api/download/?imageID=21365669,http://cdn.usatsimg.com/api/download/?imageID=21365670,2023-09-07T22:09:16,2023-09-07T22:09:25
22943,CAR,37.0,A.J.,Parker,DB,Practice Squad,"5'11""",185,1998-02-15T00:00:00,Kansas State,1,DB,True,DEF,A.J. Parker,25.0,3rd Season,"February 15, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22943.png,7.0,ATL,15,A.Parker,,Scrambled,Scrambled,,,CAR,DET,2021.0,,,True,5,11,6,,Scrambled,,,91fbc46e-2757-4169-bdfb-9a87522cba02,,15762.0,,125943.0,,,,33772.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,5.0,5,,,8313491.0,http://cdn.usatsimg.com/api/download/?imageID=21312265,http://cdn.usatsimg.com/api/download/?imageID=21316160,2023-08-31T09:57:29,2023-08-31T19:22:00
22945,NO,95.0,Jack,Heflin,DT,Active,"6'3""",304,1998-03-08T00:00:00,Iowa,1,DL,True,DEF,Jack Heflin,25.0,2nd Season,"March 8, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22945.png,11.0,NYG,15,J.Heflin,,Scrambled,Scrambled,1.0,80.0,NO,GB,2021.0,,,True,6,3,15,,Scrambled,,,00ba8fa0-93ee-4e40-823a-d03a2639fce1,,15613.0,,121676.0,,,,33755.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,22.0,22,,,8309531.0,http://cdn.usatsimg.com/api/download/?imageID=16709572,http://cdn.usatsimg.com/api/download/?imageID=16793336,2021-09-08T20:23:42,2021-09-20T14:04:12
22947,PIT,62.0,Ryan,McCollum,C,Practice Squad,"6'5""",300,1998-03-04T00:00:00,Texas A&M,1,OL,True,OFF,Ryan McCollum,25.0,3rd Season,"March 4, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22947.png,6.0,IND,15,R.McCollum,,Scrambled,Scrambled,1.0,72.0,PIT,HOU,2021.0,,,True,6,5,18,,Scrambled,,,a8233d9b-6384-4220-9cf3-25158e942d70,,15358.0,,120241.0,,,,33876.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,28.0,28,,,8299163.0,http://cdn.usatsimg.com/api/download/?imageID=17255445,http://cdn.usatsimg.com/api/download/?imageID=17272256,2021-11-29T10:37:20,2021-12-02T06:49:11
22948,DEN,26.0,Devon,Key,DB,Practice Squad,"6'0""",208,1998-04-17T00:00:00,Western Kentucky,1,DB,True,DEF,Devon Key,25.0,2nd Season,"April 17, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22948.png,9.0,DET,15,D.Key,,Scrambled,Scrambled,,,DEN,KC,2021.0,,,True,6,0,14,,Scrambled,,,83b719f1-e6ac-4611-8235-c2f6bd198fa3,,15713.0,,123538.0,,,,33883.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,10.0,10,,,8274581.0,http://cdn.usatsimg.com/api/download/?imageID=16614961,http://cdn.usatsimg.com/api/download/?imageID=16648718,2021-08-23T20:52:04,2021-08-29T09:20:40
