Team,Position,Status,Height,Weight,College,Experience,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,HeightFeet,HeightInches,Salary
CIN,DE,Active,"6'4""",263,Texas,1,True,DEF,Joseph Ossai,23.0,3rd Season,"April 13, 2000",6,4,"$1,298,154"
NO,LB,Active,"6'2""",248,Arkansas State,6,True,DEF,Demario Davis,34.0,12th Season,"January 11, 1989",6,2,"$9,000,000"
DET,DL,Active,"6'5""",330,Western Kentucky,0,True,DEF,Brodric Martin,24.0,Rookie,"May 24, 1999",6,5,"$1,326,022"
LAC,OL,Active,"6'5""",300,Nebraska,1,True,OFF,Brenden Jaimes,24.0,3rd Season,"May 28, 1999",6,5,"$949,445"
DAL,DE,Active,"6'3""",261,Florida,4,True,DEF,Dante Fowler Jr.,29.0,9th Season,"August 3, 1994",6,3,"$3,000,000"
NYJ,S,Active,"6'0""",205,Illinois,1,True,DEF,Tony Adams,24.0,2nd Season,"January 24, 1999",6,0,"$856,667"
ARI,RB,Injured Reserve,"5'11""",210,South Florida,3,True,OFF,Marlon Mack,27.0,7th Season,"March 7, 1996",5,11,"$1,080,000"
WAS,DT,Injured Reserve,"6'4""",293,,1,True,DEF,David Bada,28.0,2nd Season,"May 24, 1995",6,4,"$1,575,000"
MIA,S,Active,"6'1""",210,Oregon,1,True,DEF,Jevon Holland,23.0,3rd Season,"January 20, 2000",6,1,"$2,179,103"
DEN,CB,Active,"6'0""",190,Central Arkansas,3,True,DEF,Tremon Smith,27.0,6th Season,"July 20, 1996",6,0,"$2,500,000"
TEN,S,Active,"5'11""",210,Iowa,2,True,DEF,Amani Hooker,25.0,5th Season,"June 14, 1998",5,11,"$10,000,000"
PIT,LB,Active,"6'4""",252,Wisconsin,3,True,DEF,T.J. Watt,29.0,7th Season,"October 11, 1994",6,4,"$28,002,750"
TEN,DT,Injured Reserve,"6'3""",295,Troy,0,True,DEF,Shakel Brown,25.0,Rookie,"December 4, 1998",6,3,"$905,000"
DEN,CB,Active,"5'11""",195,Pittsburgh,1,True,DEF,Damarri Mathis,24.0,2nd Season,"April 12, 1999",5,11,"$1,109,741"
BUF,LB,Active,"6'0""",237,Texas A&M,2,True,DEF,Tyrel Dodson,25.0,4th Season,"June 25, 1998",6,0,"$2,010,000"
CLE,LB,Injured Reserve,"6'3""",228,LSU,2,True,DEF,Jacob Phillips,24.0,4th Season,"April 1, 1999",6,3,"$1,086,079"
SEA,RB,Active,"6'0""",204,Georgia,0,True,OFF,Kenny McIntosh,23.0,Rookie,"March 3, 2000",6,0,"$982,713"
SF,S,Injured Reserve,"6'0""",200,USC,1,True,DEF,Talanoa Hufanga,24.0,3rd Season,"February 2, 1999",6,0,"$930,038"
ATL,CB,Active,"5'10""",183,Utah,0,True,DEF,Clark Phillips III,21.0,Rookie,"December 19, 2001",5,10,"$1,153,382"
DAL,DT,Active,"6'3""",337,Michigan,0,True,DEF,Mazi Smith,22.0,Rookie,"June 16, 2001",6,3,"$3,318,674"
DAL,CB,Active,"6'4""",185,Oregon State,1,True,DEF,Nahshon Wright,25.0,3rd Season,"September 23, 1998",6,4,"$1,196,463"
WAS,S,Active,"6'2""",198,Arkansas,2,True,DEF,Kamren Curl,24.0,4th Season,"March 31, 1999",6,2,"$852,082"
CHI,SS,Active,"6'2""",208,Memphis,0,True,DEF,Quindell Johnson,24.0,Rookie,"November 5, 1999",6,2,"$908,333"
IND,DT,Active,"6'2""",282,Northwestern,0,True,DEF,Adetomiwa Adebawore,22.0,Rookie,"March 4, 2001",6,2,"$1,159,227"
ARI,S,Active,"5'11""",190,Washington State,2,True,DEF,Jalen Thompson,25.0,5th Season,"July 18, 1998",5,11,"$12,000,000"
TB,DL,Injured Reserve,"6'3""",293,James Madison,0,True,DEF,Mike Greene,24.0,1st Season,"May 3, 1999",6,3,"$832,500"
JAX,OT,Active,"6'6""",320,Middle Tennessee State,2,True,OFF,Chandler Brewer,26.0,4th Season,"June 21, 1997",6,6,"$1,010,000"
NYJ,DL,Active,"6'2""",256,Stanford,3,True,DEF,Solomon Thomas,28.0,7th Season,"August 26, 1995",6,2,"$2,350,000"
DEN,OLB,Active,"6'3""",240,Ohio State,1,True,DEF,Baron Browning,24.0,3rd Season,"February 19, 1999",6,3,"$1,196,463"
TEN,OLB,Active,"6'4""",263,Tulsa,2,True,DEF,Trevis Gipson,26.0,4th Season,"June 13, 1997",6,4,"$1,250,000"
NO,LB,Active,"6'1""",233,Appalachian State,1,True,DEF,D'Marco Jackson,25.0,2nd Season,"July 20, 1998",6,1,"$994,229"
TEN,DB,Active,"5'10""",192,Washington,1,True,DEF,Elijah Molden,24.0,3rd Season,"January 30, 1999",5,10,"$1,196,463"
ATL,OT,Injured Reserve,"6'4""",335,Villanova,2,True,OFF,Ethan Greenidge,26.0,5th Season,"September 10, 1997",6,4,"$940,000"
CHI,DE,Active,"6'2""",246,Maryland,4,True,DEF,Yannick Ngakoue,28.0,8th Season,"March 31, 1995",6,2,"$10,500,000"
HOU,G,Injured Reserve,"6'4""",323,Texas A&M,1,True,OFF,Kenyon Green,22.0,2nd Season,"March 15, 2001",6,4,"$3,988,351"
DET,DL,Active,"6'5""",285,Charleston,2,True,DEF,John Cominsky,28.0,5th Season,"November 22, 1995",6,5,"$4,250,000"
ARI,DT,Active,"6'3""",313,Michigan State,1,True,DEF,Naquan Jones,25.0,3rd Season,"February 5, 1998",6,3,"$940,000"
DAL,ILB,Active,"6'2""",232,Alabama,3,True,DEF,Rashaan Evans,28.0,6th Season,"November 8, 1995",6,2,
ARI,DL,Injured Reserve,"6'2""",291,TCU,2,True,DEF,L.J. Collier,28.0,5th Season,"September 12, 1995",6,2,"$1,232,500"
LAC,DL,Active,"6'4""",310,Samford,4,True,DEF,Nick Williams,33.0,9th Season,"February 21, 1990",6,4,"$1,230,000"
PHI,CB,Injured Reserve,"5'11""",191,Texas Tech,1,True,DEF,Zech McPhearson,25.0,3rd Season,"October 21, 1998",5,11,"$1,052,413"
,RB,Inactive,"6'0""",199,Northwestern,3,False,OFF,Justin Jackson,27.0,6th Season,"April 22, 1996",6,0,"$1,080,000"
MIN,OL,Active,"6'3""",314,Minnesota State-Mankato,4,True,OFF,Chris Reed,31.0,8th Season,"July 22, 1992",6,3,"$1,515,000"
NE,DB,Active,"5'10""",185,Auburn,4,True,DEF,Jonathan Jones,30.0,8th Season,"September 20, 1993",5,10,"$9,500,000"
TEN,OLB,Active,"6'5""",240,LSU,3,True,DEF,Arden Key,27.0,6th Season,"May 3, 1996",6,5,"$7,000,000"
BUF,DT,Active,"5'11""",310,Texas,3,True,DEF,Poona Ford,28.0,6th Season,"November 19, 1995",5,11,"$2,250,000"
SEA,SS,Active,"6'1""",213,LSU,3,True,DEF,Jamal Adams,28.0,6th Season,"October 17, 1995",6,1,"$17,645,000"
SEA,LB,Injured Reserve,"6'2""",252,Framingham State,0,True,DEF,Joshua Onujiogu,25.0,1st Season,"March 3, 1998",6,2,"$787,500"
BUF,LB,Active,"6'1""",235,Temple,4,True,DEF,Tyler Matakevich,30.0,8th Season,"December 22, 1992",6,1,"$2,500,000"
LV,DT,Active,"6'6""",295,Notre Dame,2,True,DEF,Jerry Tillery,27.0,5th Season,"October 8, 1996",6,6,"$3,400,000"
MIN,DT,Active,"6'1""",294,Notre Dame,4,True,DEF,Sheldon Day,29.0,8th Season,"July 1, 1994",6,1,"$1,165,000"
LV,LB,Active,"6'1""",220,Wake Forest,1,True,DEF,Luke Masterson,25.0,2nd Season,"January 7, 1998",6,1,"$856,667"
PIT,CB,Active,"6'2""",185,Florida Atlantic,2,True,DEF,James Pierre,27.0,4th Season,"September 16, 1996",6,2,"$1,300,000"
LAC,DL,Active,"6'3""",275,Colorado State-Pueblo,3,True,DEF,Morgan Fox,29.0,7th Season,"September 12, 1994",6,3,"$3,625,000"
WAS,DT,Active,"6'4""",312,Alabama,1,True,DEF,Phidarian Mathis,25.0,2nd Season,"April 26, 1998",6,4,"$1,876,593"
SF,S,Active,"5'11""",195,Rutgers,5,True,DEF,Logan Ryan,32.0,11th Season,"February 9, 1991",5,11,"$1,165,000"
CAR,CB,Active,"5'10""",180,LSU,2,True,DEF,Donte Jackson,28.0,5th Season,"November 8, 1995",5,10,"$11,726,667"
IND,DE,Active,"6'3""",245,Eastern Washington,3,True,DEF,Samson Ebukam,28.0,7th Season,"May 9, 1995",6,3,"$8,000,000"
DAL,WR,Injured Reserve,"6'2""",200,West Florida,0,True,OFF,David Durden,24.0,Rookie,"December 26, 1998",6,2,"$901,667"
CIN,CB,Injured Reserve,"5'11""",202,Nebraska,1,True,DEF,Cam Taylor-Britt,24.0,2nd Season,"October 15, 1999",5,11,"$1,488,182"
DAL,OT,Injured Reserve,"6'8""",304,Marshall,1,True,OFF,Josh Ball,25.0,3rd Season,"May 15, 1998",6,8,"$994,836"
WAS,LB,Active,"6'3""",235,LSU,1,True,DEF,Jabril Cox,25.0,3rd Season,"April 16, 1998",6,3,"$940,000"
LV,S,Active,"6'0""",191,Wyoming,2,True,DEF,Marcus Epps,27.0,5th Season,"January 27, 1996",6,0,"$6,000,000"
ARI,S,Active,"6'1""",201,Virginia,1,True,DEF,Joey Blount,25.0,2nd Season,"November 16, 1998",6,1,"$927,500"
KC,DT,Active,"6'6""",310,Mississippi State,4,True,DEF,Chris Jones,29.0,8th Season,"July 3, 1994",6,6,"$19,500,000"
BAL,OLB,Injured Reserve,"6'4""",265,Michigan,1,True,DEF,David Ojabo,23.0,2nd Season,"May 17, 2000",6,4,"$1,977,280"
CIN,DT,Active,"6'3""",305,USC,1,True,DEF,Jay Tufele,24.0,3rd Season,"July 25, 1999",6,3,"$1,076,422"
HOU,DE,Active,"6'3""",259,Tennessee,3,True,DEF,Derek Barnett,27.0,7th Season,"June 25, 1996",6,3,"$5,070,000"
HOU,LB,Active,"6'1""",235,Illinois,1,True,DEF,Jake Hansen,25.0,2nd Season,"June 19, 1998",6,1,"$855,833"
TEN,S,Active,"6'1""",215,Miami (OH),0,True,DEF,Mike Brown,24.0,1st Season,"April 17, 1999",6,1,"$927,500"
WAS,LB,Active,"6'2""",240,Texas State,4,True,DEF,David Mayo,30.0,9th Season,"August 18, 1993",6,2,"$1,317,500"
TB,LB,Active,"6'1""",233,Nebraska,6,True,DEF,Lavonte David,33.0,12th Season,"January 23, 1990",6,1,"$4,500,000"
SEA,NT,Injured Reserve,"6'3""",280,Tennessee,0,True,DEF,LaTrell Bumphus,24.0,Rookie,"September 30, 1999",6,3,"$898,333"
ATL,DL,Active,"6'4""",280,Northwestern,2,True,DEF,Joe Gaziano,27.0,4th Season,"September 27, 1996",6,4,"$1,010,000"
SF,DL,Active,"6'1""",285,Penn State,2,True,DEF,Kevin Givens,26.0,4th Season,"March 1, 1997",6,1,"$2,100,000"
ARI,LS,Injured Reserve,"6'3""",236,Oklahoma State,0,True,ST,Matt Hembrough,24.0,Rookie,"May 17, 1999",6,3,"$900,667"
DET,LB,Active,"6'1""",226,Tennessee,3,True,DEF,Jalen Reeves-Maybin,28.0,7th Season,"January 31, 1995",6,1,"$1,750,000"
NO,LB,Injured Reserve,"6'1""",225,Michigan State,1,True,DEF,Andrew Dowell,27.0,3rd Season,"November 16, 1996",6,1,"$940,000"
ARI,CB,Active,"5'10""",194,Alabama-Birmingham,0,True,DEF,Starling Thomas V,23.0,Rookie,"January 25, 2000",5,10,"$905,000"
JAX,S,Active,"6'1""",200,Miami (FL),3,True,DEF,Rayshawn Jenkins,29.0,7th Season,"January 25, 1994",6,1,"$8,750,000"
HOU,CB,Active,"5'11""",195,Texas,2,True,DEF,Kris Boyd,27.0,5th Season,"September 12, 1996",5,11,"$1,080,000"
ATL,ILB,Injured Reserve,"6'4""",235,Montana State,1,True,DEF,Troy Andersen,24.0,2nd Season,"April 23, 1999",6,4,"$1,525,893"
NE,C,Active,"6'3""",308,Troy,0,True,OFF,Jake Andrews,26.0,Rookie,"October 14, 1997",6,3,"$1,162,086"
ATL,OL,Active,"6'2""",301,South Carolina,0,True,OFF,Jovaughn Gwyn,24.0,Rookie,"March 18, 1999",6,2,"$986,457"
BAL,OLB,Active,"6'3""",244,Brigham Young,5,True,DEF,Kyle Van Noy,32.0,10th Season,"March 26, 1991",6,3,"$1,400,000"
SF,LB,Active,"6'3""",233,Vanderbilt,3,True,DEF,Oren Burks,28.0,6th Season,"March 21, 1995",6,3,"$2,500,000"
SF,LB,Active,"6'2""",223,Arizona,2,True,DEF,Demetrius Flannigan-Fowles,27.0,4th Season,"September 4, 1996",6,2,"$1,885,000"
ATL,CB,Active,"6'3""",200,Oklahoma State,3,True,DEF,Tre Flowers,28.0,6th Season,"June 2, 1995",6,3,"$1,232,500"
IND,CB,Active,"6'1""",190,Georgia Southern,0,True,DEF,Darrell Baker Jr.,25.0,1st Season,"March 27, 1998",6,1,"$787,500"
SF,LB,Active,"6'0""",230,Arkansas,2,True,DEF,Dre Greenlaw,26.0,5th Season,"May 25, 1997",6,0,"$8,200,000"
,TE,Inactive,"6'3""",250,North Dakota State,2,False,OFF,Ben Ellefson,27.0,4th Season,"September 1, 1996",6,3,"$1,010,000"
WAS,DE,Active,"6'5""",258,Louisiana-Lafayette,0,True,DEF,Andre Jones Jr.,25.0,Rookie,"October 25, 1998",6,5,"$985,068"
BUF,LB,Active,"6'3""",250,Texas A&M,6,True,DEF,Von Miller,34.0,13th Season,"March 26, 1989",6,3,"$20,000,000"
NO,DB,Active,"6'0""",209,Minnesota,0,True,DEF,Jordan Howden,23.0,Rookie,"May 14, 2000",6,0,"$1,041,682"
PHI,CB,Active,"5'11""",190,Alabama,1,True,DEF,Josh Jobe,25.0,2nd Season,"April 9, 1998",5,11,"$856,667"
NYG,CB,Active,"6'2""",200,Maryland,0,True,DEF,Deonte Banks,22.0,Rookie,"March 3, 2001",6,2,"$3,394,849"
LAC,LB,Active,"6'0""",231,Oklahoma State,1,True,DEF,Amen Ogbongbemiga,25.0,3rd Season,"September 4, 1998",6,0,"$813,333"
KC,DE,Active,"6'5""",280,Texas,2,True,DEF,Charles Omenihu,26.0,5th Season,"August 20, 1997",6,5,"$8,000,000"
PIT,S,Active,"5'11""",174,San Diego State,3,True,DEF,Damontae Kazee,30.0,7th Season,"June 5, 1993",5,11,"$3,000,000"
SEA,CB,Active,"6'1""",210,Miami (FL),2,True,DEF,Michael Jackson,26.0,4th Season,"January 10, 1997",6,1,"$940,000"
NE,WR,Injured Reserve,"6'2""",190,Central Florida,1,True,OFF,Tre Nixon,25.0,2nd Season,"January 26, 1998",6,2,"$750,000"
,NT,Inactive,"6'3""",332,Florida State,3,False,DEF,Eddie Goldman,29.0,7th Season,"January 6, 1994",6,3,"$1,317,500"
CHI,DB,Active,"6'0""",200,Washington,1,True,DEF,Kyler Gordon,23.0,2nd Season,"December 17, 1999",6,0,"$2,170,732"
DET,LB,Active,"6'3""",242,Wayne State (MI),1,True,DEF,Anthony Pittman,27.0,3rd Season,"November 24, 1996",6,3,"$940,000"
,WR,Inactive,"5'9""",187,Fresno State,0,False,OFF,Nikko Remigio,24.0,Rookie,"November 4, 1999",5,9,"$903,333"
BAL,ILB,Active,"6'2""",238,Clemson,0,True,DEF,Trenton Simpson,22.0,Rookie,"June 14, 2001",6,2,"$1,352,211"
SF,DL,Active,"6'4""",250,Georgia,0,True,DEF,Robert Beal Jr.,24.0,Rookie,"August 18, 1999",6,4,"$1,021,244"
CAR,LB,Active,"6'3""",235,Washington State,3,True,DEF,Frankie Luvu,27.0,6th Season,"September 19, 1996",6,3,"$4,500,000"
PIT,CB,Active,"6'0""",179,Alabama,3,True,DEF,Levi Wallace,28.0,6th Season,"June 12, 1995",6,0,"$4,000,000"
LAR,DB,Active,"5'9""",180,Appalachian State,1,True,DEF,Shaun Jolly,25.0,2nd Season,"October 17, 1998",5,9,"$870,000"
HOU,G,Active,"6'4""",305,Mississippi,0,True,OFF,Nick Broeker,23.0,Rookie,"October 7, 2000",6,4,"$985,525"
NYG,ILB,Active,"6'3""",240,Minnesota,2,True,DEF,Carter Coughlin,26.0,4th Season,"July 21, 1997",6,3,"$851,286"
JAX,S,Active,"6'3""",195,Texas A&M,0,True,DEF,Antonio Johnson,22.0,Rookie,"October 29, 2001",6,3,"$1,035,458"
SEA,DE,Active,"6'2""",290,Rice,1,True,DEF,Myles Adams,25.0,3rd Season,"March 9, 1998",6,2,"$870,000"
PHI,CB,Active,"6'2""",207,Georgia,0,True,DEF,Kelee Ringo,21.0,Rookie,"June 27, 2002",6,2,"$1,165,231"
CAR,CB,Active,"5'10""",180,Oregon,4,True,DEF,Troy Hill,32.0,8th Season,"August 29, 1991",5,10,"$1,265,000"
IND,DT,Active,"6'4""",314,Albany State (GA),3,True,DEF,Grover Stewart,30.0,7th Season,"October 20, 1993",6,4,"$10,250,000"
HOU,DT,Active,"6'2""",300,Notre Dame,1,True,DEF,Kurt Hinish,24.0,2nd Season,"April 27, 1999",6,2,"$861,667"
LAC,LB,Active,"6'3""",225,Baylor,1,True,DEF,Blake Lynch,26.0,3rd Season,"February 14, 1997",6,3,"$940,000"
TEN,DT,Active,"6'4""",305,Mississippi State,2,True,DEF,Jeffery Simmons,26.0,5th Season,"July 28, 1997",6,4,"$23,500,000"
PIT,DT,Active,"6'4""",304,Auburn,3,True,DEF,Montravius Adams,28.0,7th Season,"July 24, 1995",6,4,"$2,500,000"
KC,CB,Active,"6'0""",171,Kansas State,0,True,DEF,Ekow Boye-Doe,24.0,Rookie,"November 4, 1999",6,0,
DAL,S,Active,"6'3""",217,Georgia Tech,0,True,DEF,Juanyeh Thomas,23.0,1st Season,"June 24, 2000",6,3,"$832,500"
WAS,DE,Active,"6'4""",265,North Carolina State,2,True,DEF,James Smith-Williams,26.0,4th Season,"July 30, 1997",6,4,"$848,175"
WAS,S,Active,"6'0""",191,Louisiana-Lafayette,1,True,DEF,Percy Butler,23.0,2nd Season,"May 5, 2000",6,0,"$1,112,254"
DET,LB,Injured Reserve,"6'1""",245,Jackson State,1,True,DEF,James Houston,25.0,2nd Season,"November 16, 1998",6,1,"$787,500"
GB,CB,Active,"5'10""",200,South Carolina,2,True,DEF,Keisean Nixon,26.0,5th Season,"June 22, 1997",5,10,"$4,000,000"
,LB,Inactive,"6'1""",230,Temple,2,False,DEF,Chapelle Russell,26.0,4th Season,"January 20, 1997",6,1,"$940,000"
,G,Inactive,"6'4""",307,Penn State,0,False,OFF,Eric Wilson,,Rookie,,6,4,"$1,232,500"
IND,LB,Active,"5'11""",230,Houston,1,True,DEF,Grant Stuard,25.0,3rd Season,"October 15, 1998",5,11,"$889,061"
JAX,DL,Active,"6'3""",299,Arkansas,1,True,DEF,Jeremiah Ledbetter,29.0,3rd Season,"June 2, 1994",6,3,
DEN,DE,Active,"6'3""",291,Wisconsin,1,True,DEF,Matt Henningsen,24.0,2nd Season,"May 1, 1999",6,3,"$955,520"
LV,CB,Injured Reserve,"6'2""",197,Virginia Tech,3,True,DEF,Brandon Facyson,29.0,6th Season,"September 8, 1994",6,2,"$3,250,000"
DET,CB,Active,"5'11""",184,Arizona State,1,True,DEF,Chase Lucas,26.0,2nd Season,"March 4, 1997",5,11,"$870,000"
WAS,CB,Active,"5'11""",198,Virginia Tech,4,True,DEF,Kendall Fuller,28.0,8th Season,"February 13, 1995",5,11,"$10,000,000"
PHI,DT,Active,"6'4""",310,Mississippi State,6,True,DEF,Fletcher Cox,33.0,12th Season,"December 13, 1990",6,4,"$10,000,000"
HOU,S,Active,"6'0""",218,Penn State,4,True,DEF,Adrian Amos,30.0,9th Season,"April 29, 1993",6,0,"$1,165,000"
NE,DL,Active,"6'3""",330,LSU,3,True,DEF,Davon Godchaux,29.0,7th Season,"November 11, 1994",6,3,"$10,400,000"
MIA,CB,Active,"6'1""",208,Florida State,4,True,DEF,Jalen Ramsey,29.0,8th Season,"October 24, 1994",6,1,"$18,333,333"
SEA,CB,Active,"6'0""",185,Illinois,0,True,DEF,Devon Witherspoon,23.0,Rookie,"December 11, 2000",6,0,"$7,965,288"
CIN,LB,Active,"6'3""",250,North Carolina State,2,True,DEF,Germaine Pratt,27.0,5th Season,"May 21, 1996",6,3,"$6,750,000"
LV,RB,Active,"5'11""",220,Mississippi,5,True,OFF,Brandon Bolden,33.0,11th Season,"January 26, 1990",5,11,"$2,505,000"
GB,LB,Active,"6'1""",230,Cincinnati,3,True,DEF,Eric Wilson,29.0,7th Season,"September 26, 1994",6,1,"$1,232,500"
TB,G,Active,"6'4""",310,Rice,1,True,OFF,Nick Leverett,26.0,3rd Season,"January 11, 1997",6,4,"$940,000"
,WR,Inactive,"6'4""",220,UNLV,0,False,OFF,Nick Williams,33.0,Rookie,"November 23, 1990",6,4,"$1,230,000"
PHI,LB,Active,"6'1""",240,Temple,3,True,DEF,Haason Reddick,29.0,7th Season,"September 22, 1994",6,1,"$15,000,000"
KC,TE,Injured Reserve,"6'4""",226,Valdosta State,1,True,OFF,Jody Fortson,28.0,3rd Season,"December 7, 1995",6,4,"$940,000"
KC,DB,Active,"6'0""",206,Virginia Tech,0,True,DEF,Chamarri Conner,23.0,Rookie,"July 11, 2000",6,0,"$1,147,842"
LV,RB,Injured Reserve,"6'1""",205,UCLA,1,True,OFF,Brittain Brown,26.0,2nd Season,"October 10, 1997",6,1,"$934,963"
WAS,DE,Suspended,"6'2""",238,Penn State,1,True,DEF,Shaka Toney,25.0,3rd Season,"January 7, 1998",6,2,"$893,238"
PIT,CB,Active,"6'1""",203,LSU,6,True,DEF,Patrick Peterson,33.0,13th Season,"July 11, 1990",6,1,"$7,000,000"
SEA,LB,Active,"6'0""",236,Army,1,True,DEF,Jon Rhattigan,24.0,3rd Season,"February 2, 1999",6,0,"$940,000"
HOU,S,Active,"5'11""",198,Baylor,1,True,DEF,Jalen Pitre,24.0,2nd Season,"June 3, 1999",5,11,"$2,238,610"
WAS,LB,Active,"6'0""",220,Michigan,2,True,DEF,Khaleke Hudson,26.0,4th Season,"December 6, 1997",6,0,"$1,500,000"
IND,DE,Active,"6'2""",242,Temple,3,True,DEF,Jake Martin,28.0,6th Season,"December 11, 1995",6,2,"$1,197,000"
TEN,LB,Active,"6'2""",228,Florida Atlantic,2,True,DEF,Azeez Al-Shaair,26.0,5th Season,"August 4, 1997",6,2,"$5,000,000"
JAX,DT,Active,"6'4""",335,Ohio State,2,True,DEF,DaVon Hamilton,26.0,4th Season,"February 1, 1997",6,4,"$11,500,000"
DAL,DT,Active,"6'2""",280,UCLA,1,True,DEF,Osa Odighizuwa,25.0,3rd Season,"August 13, 1998",6,2,"$1,271,548"
DAL,QB,Active,"6'4""",226,North Dakota State,1,True,OFF,Trey Lance,23.0,3rd Season,"May 9, 2000",6,4,"$8,526,319"
JAX,CB,Commissioner Exempt List,"5'9""",180,Memphis,2,True,DEF,Chris Claybrooks,25.0,4th Season,"July 17, 1998",5,9,"$849,346"
PIT,S,Injured Reserve,"6'0""",211,Florida,4,True,DEF,Keanu Neal,28.0,8th Season,"July 26, 1995",6,0,"$2,125,000"
CIN,CB,Active,"6'0""",202,Colorado,3,True,DEF,Chidobe Awuzie,28.0,7th Season,"May 24, 1995",6,0,"$7,250,000"
BUF,DT,Active,"6'6""",341,Oklahoma,4,True,DEF,Jordan Phillips,31.0,9th Season,"September 21, 1992",6,6,"$3,000,000"
NYJ,LB,Active,"6'0""",236,Texas Tech,2,True,DEF,Sam Eguavoen,30.0,5th Season,"February 22, 1993",6,0,"$1,080,000"
IND,DE,Injured Reserve,"6'3""",245,Wagner,0,True,DEF,Titus Leo,24.0,Rookie,"August 26, 1999",6,3,"$993,333"
CLE,LB,Active,"6'4""",225,Utah,0,True,DEF,Mohamoud Diabate,22.0,Rookie,"May 18, 2001",6,4,"$906,667"
NO,LB,Active,"6'3""",225,Wisconsin,2,True,DEF,Zack Baun,26.0,4th Season,"December 30, 1996",6,3,"$1,202,797"
DEN,OLB,Active,"6'3""",253,Oklahoma,1,True,DEF,Ronnie Perkins,24.0,3rd Season,"September 29, 1999",6,3,"$940,000"
HOU,CB,Active,"5'11""",194,Oregon State,4,True,DEF,Steven Nelson,30.0,9th Season,"January 22, 1993",5,11,"$4,500,000"
LAR,LB,Active,"6'2""",230,South Carolina,1,True,DEF,Ernest Jones,24.0,3rd Season,"November 22, 1999",6,2,"$1,196,463"
NYG,OLB,Active,"6'3""",260,Holy Cross,1,True,DEF,Benton Whitley,24.0,2nd Season,"February 12, 1999",6,3,
NE,DB,Active,"5'11""",217,Michigan,3,True,DEF,Jabrill Peppers,28.0,7th Season,"October 4, 1995",5,11,"$4,500,000"
PIT,QB,Active,"6'5""",235,Oklahoma State,3,True,OFF,Mason Rudolph,28.0,6th Season,"July 17, 1995",6,5,"$1,080,000"
GB,S,Active,"6'2""",206,Brigham Young,1,True,DEF,Zayne Anderson,26.0,2nd Season,"January 3, 1997",6,2,"$997,500"
LAC,LB,Active,"6'1""",225,Washington State,0,True,DEF,Daiyan Henley,24.0,Rookie,"November 18, 1999",6,1,"$1,355,105"
CLE,S,Active,"6'3""",208,LSU,2,True,DEF,Grant Delpit,25.0,4th Season,"September 20, 1998",6,3,"$1,866,266"
DEN,CB,Active,"6'0""",198,UCLA,3,True,DEF,Fabian Moreau,29.0,7th Season,"April 9, 1994",6,0,"$1,300,000"
,RB,Inactive,"5'9""",209,Louisiana-Monroe,0,False,OFF,Josh Johnson,25.0,1st Season,"December 26, 1997",5,9,"$1,317,500"
CAR,LB,Injured Reserve,"6'4""",252,Wake Forest,1,True,DEF,Luiji Vilain,25.0,2nd Season,"March 10, 1998",6,4,"$870,000"
SEA,DE,Injured Reserve,"6'6""",295,Michigan,0,True,DEF,Mike Morris,22.0,Rookie,"April 22, 2001",6,6,"$1,043,019"
IND,DT,Active,"6'4""",291,Florida,3,True,DEF,Taven Bryan,27.0,6th Season,"March 11, 1996",6,4,"$3,510,000"
CLE,CB,Active,"6'1""",195,Western Kentucky,0,True,DEF,Kahlef Hailassie,23.0,Rookie,"November 9, 2000",6,1,"$901,667"
CHI,OT,Practice Squad,"6'4""",292,TCU,2,True,OFF,Aviante Collins,30.0,5th Season,"April 21, 1993",6,4,"$1,010,000"
DEN,WR,Injured Reserve,"6'4""",212,Utah,3,True,OFF,Tim Patrick,30.0,6th Season,"November 23, 1993",6,4,"$11,333,333"
PIT,OT,Active,"6'6""",305,Montana,0,True,OFF,Dylan Cook,25.0,1st Season,"January 11, 1998",6,6,"$750,000"
PHI,LB,Active,"6'0""",216,Greenville,3,True,DEF,Nicholas Morrow,28.0,6th Season,"July 10, 1995",6,0,"$1,155,000"
CIN,C,Active,"6'4""",335,Georgia,1,True,OFF,Trey Hill,23.0,3rd Season,"January 23, 2000",6,4,"$918,088"
SEA,S,Active,"5'11""",195,Notre Dame,2,True,DEF,Julian Love,25.0,5th Season,"March 19, 1998",5,11,"$6,000,000"
CHI,DE,Active,"6'4""",279,USC,3,True,DEF,Rasheem Green,26.0,6th Season,"May 15, 1997",6,4,"$2,500,000"
CIN,LB,Active,"6'2""",235,Michigan State,2,True,DEF,Joe Bachie,25.0,4th Season,"February 26, 1998",6,2,"$1,160,000"
TB,DB,Active,"6'0""",190,Kansas State,0,True,DEF,Josh Hayes,24.0,Rookie,"April 24, 1999",6,0,"$1,011,093"
CIN,LB,Active,"6'2""",228,Appalachian State,2,True,DEF,Akeem Davis-Gaither,26.0,4th Season,"September 21, 1997",6,2,"$1,028,128"
MIA,LB,Active,"6'1""",227,LSU,3,True,DEF,Duke Riley,29.0,7th Season,"August 9, 1994",6,1,"$2,500,000"
CIN,OT,Active,"6'5""",322,Clemson,1,True,OFF,Jackson Carman,23.0,3rd Season,"January 22, 2000",6,5,"$1,862,487"
